Unnamed: 0,artist_name,image_path,image_path_named,artwork_name,artwork_score,google_entities,prompt,generated_artwork_name,alignment_score
0,Alfred_Sisley,Alfred_Sisley_103.jpg,../data/original_artworks_named/Alfred_Sisley_Regata_at_Hampton_Court.jpg,Regata_at_Hampton_Court,1.056149959564209,Regata at Hampton Court The Effect of Snow at Argenteuil The Road from Hampton Court Oil painting reproduction Bougival Art Impressionism Artist Artwork Oil painting Alfred Sisley,"Draw the painting by Alfred_Sisley As following. Create an impressionist-style landscape featuring ""Regata at Hampton Court"" with snowy effects similar to ""The Effect of Snow at Argenteuil."" Include elements inspired by Alfred Sisley's ""Boulevard"" and ""The Road from Hampton Court,"" capturing a serene river scene with boats and snowy surroundings in a vibrant, colorful palette.",../data/artwork_gen_dalle/Regata_at_Hampton_Court_Alfred_Sisley.png,0
1,Alfred_Sisley,Alfred_Sisley_104.jpg,"../data/original_artworks_named/Alfred_Sisley_The_Terrace_at_Saint-Germain,_Spring.jpg","The_Terrace_at_Saint-Germain,_Spring",1.0571999549865725,"The Terrace at Saint-Germain, Spring Banks of the River (Les Bords de rivière) Painting Impressionism Art Painter Artwork Artist Fine arts Fine Art America sisley painting","Draw the painting by Alfred_Sisley As following. Create an impressionist-style painting inspired by Alfred Sisley's ""The Terrace at Saint-Germain."" Depict springtime along the banks of a river, showcasing vibrant colors, lush greenery, and soft reflections on the water.","../data/artwork_gen_dalle/The_Terrace_at_Saint-Germain,_Spring_Alfred_Sisley.png",0
2,Alfred_Sisley,Alfred_Sisley_105.jpg,../data/original_artworks_named/Alfred_Sisley_Painting.jpg,Painting,0.9073938131332396,"Painting September Morning Moret sur Loing Art Impressionism Artnet  Landscape painting Moret: The Banks of the River Loing, 1877 Modern art chantier matrat sisley","Draw the painting by Alfred_Sisley As following. Create an impressionist landscape painting inspired by ""September Morning"" in Moret-sur-Loing, featuring the banks of the River Loing in 1877. Capture the soft morning light, vibrant colors, and serene water reflections, reminiscent of modern art styles.",../data/artwork_gen_dalle/Painting_Alfred_Sisley.png,0
3,Alfred_Sisley,Alfred_Sisley_106.jpg,../data/original_artworks_named/Alfred_Sisley_Langland_Bay.jpg,Langland_Bay,1.0855499505996704,Langland Bay Wallraf-Richartz-Museum & Fondation Corboud The Flood at Port-Marly Lady s Cove Langland Bay Impressionism Oil painting Art Lady s Cove Rotherslade alfred sisley langland bay,"Draw the painting by Alfred_Sisley As following. ""Create an impressionist-style oil painting of Langland Bay, featuring a view of Lady's Cove with dramatic waves and vibrant colors, inspired by Alfred Sisley's style.""",../data/artwork_gen_dalle/Langland_Bay_Alfred_Sisley.png,0
4,Alfred_Sisley,Alfred_Sisley_107.jpg,../data/original_artworks_named/Alfred_Sisley_Veneux-les-Sablons.jpg,Veneux-les-Sablons,0.7319999933242798,Veneux-les-Sablons September Morning Landscape painting Banks of the Seine Art galerie Durand-Ruel Wet Meadow Oil painting Oil painting reproduction Impressionism sisley veneux apres midi de septembre,"Draw the painting by Alfred_Sisley As following. Create an impressionist landscape painting depicting a serene September morning in Veneux-les-Sablons by the banks of the Seine. Include a wet meadow with lush greenery, soft light, and gentle reflections on the water, inspired by the style of Alfred Sisley.",../data/artwork_gen_dalle/Veneux-les-Sablons_Alfred_Sisley.png,0
5,Alfred_Sisley,Alfred_Sisley_108.jpg,../data/original_artworks_named/Alfred_Sisley_The_Moret_Bridge_in_the_Sunlight.jpg,The_Moret_Bridge_in_the_Sunlight,1.044450044631958,The Moret Bridge in the Sunlight Painting The Bridge at Moret The Moret Bridge Art Art.com Impressionism Oil painting Artwork  Alfred Sisley,"Draw the painting by Alfred_Sisley As following. Create an impressionist painting inspired by Alfred Sisley's ""The Moret Bridge in the Sunlight."" Depict a serene river scene with the Moret Bridge, surrounded by lush greenery and soft sunlight, capturing the essence of a peaceful day.",../data/artwork_gen_dalle/The_Moret_Bridge_in_the_Sunlight_Alfred_Sisley.png,0
6,Alfred_Sisley,Alfred_Sisley_109.jpg,../data/original_artworks_named/Alfred_Sisley_Windy_Day_At_Veneux.jpg,Windy_Day_At_Veneux,0.8817000389099121,"Windy Day At Veneux The Bourgogne Lock at Moret, Spring Impressionism Art Oil painting reproduction Landscape painting Painter Artwork Visual arts Oil painting obraz impresionismus","Draw the painting by Alfred_Sisley As following. Create a spring Impressionist landscape painting of a windy day at the Bourgogne Lock in Moret. Capture vibrant colors, flowing brush strokes, and the essence of nature in motion.",../data/artwork_gen_dalle/Windy_Day_At_Veneux_Alfred_Sisley.png,0
7,Alfred_Sisley,Alfred_Sisley_11.jpg,"../data/original_artworks_named/Alfred_Sisley_Museum_of_Fine_Arts,_Boston.jpg","Museum_of_Fine_Arts,_Boston",1.0636500120162964,"Museum of Fine Arts, Boston Early Snow at Louveciennes Early Snow at Louveciennes Snow at Louveciennes Alfred Sisley, 1839-1899 Art Impressionism Oil painting Artwork Landscape painting alfred sisley early snow at louveciennes","Draw the painting by Alfred_Sisley As following. Create an impressionist landscape painting inspired by Alfred Sisley's ""Early Snow at Louveciennes."" Depict a serene winter scene with soft snow covering quaint village houses and trees, capturing the gentle light and atmosphere of a snowy day.","../data/artwork_gen_dalle/Museum_of_Fine_Arts,_Boston_Alfred_Sisley.png",0
8,Alfred_Sisley,Alfred_Sisley_110.jpg,../data/original_artworks_named/Alfred_Sisley_Grapes_and_Walnuts_on_a_Table.jpg,Grapes_and_Walnuts_on_a_Table,1.0571999549865725,"Grapes and Walnuts on a Table Painting Still Life with Jar, Cup, and Apples Art Impressionism Still life Oil painting Artwork Art history Artist impressionism art still paintings","Draw the painting by Alfred_Sisley As following. Create an impressionist still life painting featuring grapes and walnuts on a table, alongside a jar, a cup, and apples. Use vibrant colors and a soft, brush-stroke style to evoke the essence of classic oil paintings.",../data/artwork_gen_dalle/Grapes_and_Walnuts_on_a_Table_Alfred_Sisley.png,0
9,Alfred_Sisley,Alfred_Sisley_111.jpg,"../data/original_artworks_named/Alfred_Sisley_Moret-sur-Loing,_The_Rain.jpg","Moret-sur-Loing,_The_Rain",0.840149998664856,"Moret-sur-Loing, The Rain View of Moret Meadow Oil painting reproduction A Turn of the River Loing, Summer Oil painting Impressionism Artist Landscape painting Art альфред сислей картины","Draw the painting by Alfred_Sisley As following. ""Create an impressionist oil painting of Moret-sur-Loing, depicting a rainy view of Moret Meadow and the River Loing in summer, inspired by Alfred Sisley's style.""","../data/artwork_gen_dalle/Moret-sur-Loing,_The_Rain_Alfred_Sisley.png",0
10,Alfred_Sisley,Alfred_Sisley_112.jpg,../data/original_artworks_named/Alfred_Sisley_Saint_Cloud.jpg,Saint_Cloud,0.8149499893188477,Saint Cloud Saint-Cloud Oil painting reproduction Art Impressionism Artwork Painter Oil painting Artist  Alfred Sisley,"Draw the painting by Alfred_Sisley As following. ""Create an Impressionist oil painting of Saint-Cloud, inspired by Alfred Sisley's style, featuring vibrant colors and soft brush strokes.""",../data/artwork_gen_dalle/Saint_Cloud_Alfred_Sisley.png,1
11,Alfred_Sisley,Alfred_Sisley_113.jpg,../data/original_artworks_named/Alfred_Sisley_Musée_d'Orsay.jpg,Musée_d'Orsay,0.9519000053405762,"Musée d'Orsay Fog, Voisins Snow at Louveciennes Painting Under the snow: farmyard in Marly-le-Roi Art Impressionism Impressionist exhibition Landscape painting Painter Alfred Sisley","Draw the painting by Alfred_Sisley As following. Create an impressionist-style landscape scene featuring ""Fog, Voisins Snow at Louveciennes"" by Alfred Sisley. Depict a serene winter farmyard in Marly-le-Roi, under a soft layer of snow, capturing the essence of Impressionism with muted colors and delicate brush strokes.",../data/artwork_gen_dalle/Musée_d'Orsay_Alfred_Sisley.png,0
12,Alfred_Sisley,Alfred_Sisley_114.jpg,../data/original_artworks_named/Alfred_Sisley_Lane_near_a_Small_Town.jpg,Lane_near_a_Small_Town,0.8776500225067139,Lane near a Small Town Landscape at Louveciennes Landscape at Sevres The National Museum of Western Art Moret Sur Loing Landscape painting Image Oil painting Visual arts Oil painting reproduction edouard manet paysage,"Draw the painting by Alfred_Sisley As following. ""Create an oil painting of a serene landscape featuring a lane near a small town, inspired by Edouard Manet's style, capturing the essence of Louveciennes and Moret-sur-Loing. Incorporate lush greenery, quaint architecture, and soft natural light.""",../data/artwork_gen_dalle/Lane_near_a_Small_Town_Alfred_Sisley.png,0
13,Alfred_Sisley,Alfred_Sisley_115.jpg,"../data/original_artworks_named/Alfred_Sisley_Moret:_The_Banks_of_the_River_Loing,_1877.jpg","Moret:_The_Banks_of_the_River_Loing,_1877",0.8041499853134155,"Moret: The Banks of the River Loing, 1877 River Loing Oil painting Oil painting reproduction Image Art Artwork Impressionism Watercolor painting Painter painting","Draw the painting by Alfred_Sisley As following. ""Create an impressionist-style oil painting of the Banks of the River Loing, as inspired by Alfred Sisley’s 1877 artwork. Focus on vibrant colors, gentle water reflections, and lush greenery.""","../data/artwork_gen_dalle/Moret:_The_Banks_of_the_River_Loing,_1877_Alfred_Sisley.png",-1
14,Alfred_Sisley,Alfred_Sisley_116.jpg,../data/original_artworks_named/Alfred_Sisley_Sablons_in_Spring.jpg,Sablons_in_Spring,1.051949977874756,"Sablons in Spring Painting Alfred Sisley, 1839-1899 The Lane of Poplars at Moret-sur-Loing After the thunderstorm Art Impressionism Landscape painting Oil painting Artwork Alfred Sisley","Draw the painting by Alfred_Sisley As following. ""Create an impressionist-style landscape painting depicting a serene lane of poplar trees after a thunderstorm, inspired by Alfred Sisley's 'The Lane of Poplars at Moret-sur-Loing.' Use vibrant colors and soft brushstrokes to capture the atmosphere.""",../data/artwork_gen_dalle/Sablons_in_Spring_Alfred_Sisley.png,0
15,Alfred_Sisley,Alfred_Sisley_117.jpg,"../data/original_artworks_named/Alfred_Sisley_Alfred_Sisley,_1839-1899.jpg","Alfred_Sisley,_1839-1899",1.0749000310897827,"Alfred Sisley, 1839-1899 Rabbit Warren at Pontoise, Snow Oil painting reproduction Impressionism Oil painting Landscape painting Art Visual arts Artwork Image Alfred Sisley","Draw the painting by Alfred_Sisley As following. Create an Impressionist-style landscape painting inspired by Alfred Sisley's ""Rabbit Warren at Pontoise, Snow."" Depict a serene winter scene with snow-covered landscapes, soft brush strokes, and a muted color palette.","../data/artwork_gen_dalle/Alfred_Sisley,_1839-1899_Alfred_Sisley.png",0
16,Alfred_Sisley,Alfred_Sisley_118.jpg,../data/original_artworks_named/Alfred_Sisley_The_Church_at_Moret_–_Afternoon.jpg,The_Church_at_Moret_–_Afternoon,1.0728000402450562,"The Church at Moret – Afternoon The Church in Moret (full sunlight) Painting The Church at Moret, Frosty Weather Notre-Dame of the Nativity Catholic Church in Moret-sur-Loing Visual arts Art Moret Church Impressionism Oil painting alfred sisley the church at moret","Draw the painting by Alfred_Sisley As following. Create an impressionistic oil painting of the Church of Notre-Dame of the Nativity in Moret-sur-Loing, depicting a frosty afternoon with sunlight illuminating the scene. Capture the serene atmosphere and vibrant colors reminiscent of Alfred Sisley's style.",../data/artwork_gen_dalle/The_Church_at_Moret_–_Afternoon_Alfred_Sisley.png,0
